Start date:,07/18/2025,Start time:,16:43:45.900
Sample interval:,1.000000
Reading #,Reading
1,+2.98213422E-01
2,+2.98264961E-01
3,+2.98290997E-01
4,+2.98242465E-01
5,+2.98290810E-01
6,+2.98277758E-01
7,+2.98231470E-01
8,+2.98230876E-01
9,+2.98252241E-01
10,+2.98296091E-01
11,+2.98249708E-01
12,+2.98338803E-01
13,+2.98298649E-01
14,+2.98296593E-01
15,+2.98341188E-01
16,+2.98290215E-01
17,+2.98335176E-01
18,+2.98323147E-01
19,+2.98269183E-01
20,+2.98283301E-01
21,+2.98350078E-01
22,+2.98269016E-01
23,+2.98258570E-01
24,+2.98248903E-01
25,+2.98245137E-01
26,+2.98321978E-01
27,+2.98270344E-01
28,+2.98335553E-01
29,+2.98305284E-01
30,+2.98276905E-01
31,+2.98349865E-01
32,+2.98293366E-01
33,+2.98280409E-01
34,+2.98334227E-01
35,+2.98340931E-01
36,+2.98392190E-01
37,+2.98379495E-01
38,+2.98370564E-01
39,+2.98372858E-01
40,+2.98308763E-01
41,+2.98294955E-01
42,+2.98288441E-01
43,+2.98283298E-01
44,+2.98281191E-01
45,+2.98277289E-01
46,+2.98274462E-01
47,+2.98299262E-01
48,+2.98354172E-01
49,+2.98297153E-01
50,+2.98375799E-01
51,+2.98383097E-01
52,+2.98376867E-01
53,+2.98394133E-01
54,+2.98369502E-01
55,+2.98398279E-01
56,+2.98402706E-01
57,+2.98356215E-01
58,+2.98387286E-01
59,+2.98348442E-01
60,+2.98394728E-01
61,+2.98400340E-01
62,+2.98350977E-01
63,+2.98373835E-01
64,+2.98378147E-01
65,+2.98359173E-01
66,+2.98450651E-01
67,+2.98476000E-01
68,+2.98379757E-01
69,+2.98481022E-01
70,+2.98422654E-01
71,+2.98380589E-01
72,+2.98407823E-01
73,+2.98384799E-01
74,+2.98368931E-01
75,+2.98362486E-01
76,+2.98470170E-01
77,+2.98431793E-01
78,+2.98412845E-01
79,+2.98467070E-01
80,+2.98403132E-01
81,+2.98398991E-01
82,+2.98452499E-01
83,+2.98414314E-01
84,+2.98443572E-01
85,+2.98404013E-01
86,+2.98431062E-01
87,+2.98462856E-01
88,+2.98407782E-01
89,+2.98443834E-01
90,+2.98504233E-01
91,+2.98422233E-01
92,+2.98451505E-01
93,+2.98494284E-01
94,+2.98429667E-01
95,+2.98480404E-01
96,+2.98472398E-01
97,+2.98491683E-01
98,+2.98560658E-01
99,+2.98504686E-01
100,+2.98501156E-01
101,+2.98444590E-01
102,+2.98433857E-01
103,+2.98429429E-01
104,+2.98426114E-01
105,+2.98421467E-01
106,+2.98418962E-01
107,+2.98417398E-01
108,+2.98504568E-01
109,+2.98423484E-01
