Start date:,01/17/2025,Start time:,12:27:58.940
Sample interval:,0.300000
Reading #,Reading
1,+1.96614763E+00
2,+1.96617303E+00
3,+1.96626349E+00
4,+1.96626771E+00
5,+1.96623638E+00
6,+1.96625289E+00
7,+1.96625812E+00
8,+1.96625603E+00
9,+1.96625018E+00
10,+1.96625253E+00
11,+1.96623497E+00
12,+1.96619703E+00
13,+1.96617613E+00
14,+1.96616403E+00
15,+1.96615663E+00
16,+1.96615043E+00
17,+1.96614475E+00
18,+1.96613938E+00
19,+1.96613579E+00
20,+1.96613061E+00
21,+1.96612268E+00
22,+1.96628988E+00
23,+1.96633260E+00
24,+1.96637093E+00
25,+1.96634331E+00
26,+1.96640602E+00
27,+1.96642949E+00
28,+1.96644274E+00
29,+1.96642231E+00
30,+1.96646819E+00
31,+1.96648260E+00
32,+1.96647990E+00
33,+1.96646091E+00
34,+1.96652092E+00
35,+1.96653572E+00
36,+1.96654979E+00
37,+1.96651501E+00
38,+1.96670771E+00
39,+1.96662902E+00
40,+1.96674817E+00
41,+1.96671882E+00
42,+1.96682552E+00
43,+1.96686070E+00
44,+1.96689298E+00
45,+1.96684167E+00
46,+1.96693575E+00
47,+1.96696501E+00
48,+1.96697643E+00
49,+1.96689018E+00
50,+1.96699919E+00
51,+1.96703412E+00
52,+1.96706016E+00
53,+1.96700473E+00
54,+1.96709617E+00
55,+1.96712188E+00
56,+1.96714642E+00
57,+1.96708762E+00
58,+1.96706915E+00
59,+1.96716511E+00
60,+1.96719663E+00
61,+1.96713983E+00
62,+1.96721884E+00
63,+1.96724081E+00
64,+1.96726278E+00
65,+1.96720466E+00
66,+1.96728410E+00
67,+1.96730847E+00
68,+1.96722839E+00
69,+1.96723966E+00
70,+1.96732326E+00
71,+1.96734667E+00
72,+1.96736955E+00
73,+1.96730749E+00
74,+1.96739035E+00
75,+1.96741219E+00
76,+1.96743207E+00
77,+1.96737729E+00
78,+1.96742831E+00
79,+1.96745254E+00
80,+1.96746649E+00
81,+1.96740153E+00
82,+1.96748656E+00
83,+1.96751123E+00
84,+1.96752996E+00
85,+1.96746716E+00
86,+1.96754521E+00
87,+1.96744678E+00
88,+1.96754976E+00
89,+1.96749405E+00
90,+1.96757589E+00
91,+1.96759516E+00
92,+1.96761491E+00
93,+1.96755365E+00
94,+1.96763086E+00
95,+1.96765250E+00
96,+1.96767115E+00
97,+1.96753919E+00
98,+1.96765997E+00
99,+1.96768459E+00
100,+1.96770371E+00
101,+1.96764876E+00
102,+1.96772266E+00
103,+1.96774156E+00
104,+1.96776086E+00
105,+1.96770356E+00
106,+1.96769355E+00
107,+1.96775142E+00
108,+1.96777922E+00
109,+1.96772995E+00
110,+1.96780411E+00
111,+1.96782112E+00
112,+1.96783730E+00
113,+1.96778529E+00
114,+1.96785353E+00
115,+1.96787290E+00
116,+1.96776898E+00
117,+1.96780916E+00
118,+1.96788666E+00
119,+1.96790849E+00
120,+1.96792778E+00
121,+1.96787522E+00
122,+1.96793935E+00
123,+1.96795662E+00
124,+1.96797179E+00
125,+1.96792532E+00
126,+1.96796437E+00
127,+1.96799624E+00
128,+1.96801171E+00
129,+1.96796591E+00
130,+1.96801680E+00
131,+1.96803403E+00
132,+1.96805078E+00
133,+1.96800139E+00
134,+1.96805406E+00
135,+1.96797749E+00
136,+1.96805350E+00
137,+1.96802073E+00
138,+1.96808324E+00
139,+1.96809990E+00
140,+1.96811569E+00
141,+1.96807508E+00
142,+1.96812729E+00
143,+1.96814104E+00
144,+1.96815357E+00
145,+1.96801177E+00
146,+1.96814273E+00
147,+1.96816372E+00
148,+1.96818504E+00
149,+1.96815035E+00
150,+1.96820638E+00
